"line","text","examen","schooltype","id","toets_id","school_id","leerling_id","T3F_54"
124,"De bewering van kleenex is ongefundeerd. Het eigen onderzoek voor kleenex is niet inzichtelijk gemaakt en dus zijn de uitspraken die op dit onderzoek gebaseerd zijn, oncontroleerbaar. Ook de twee andere bronnen zijn niet te controleren en sommige blijken niet te kloppen. Het blijkt bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts in de laatste tien tot vijftien jaar is verdubbeld. Vanaf het jaar  neemt de groei van het aantal bij de huisarts geregistreerde gevallen namelijk af.","T81-236030073.txt","vwo","P118","T81",67,73,12
125,"De bewering 'een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch' is ongefundeerd. Ten eerste omdat de uitspraken gebasseerd op eigen onderzoek in samenwerking met de University of Worchester zijn, maar deze resultaten niet kunnen worden gedeeld omdat ze 'voor intern' gebruik zijn. Ten tweede omdat Kleenex een tweetal bronnen heeft geraardpleegt voor de Nederlandse cijfers. 'gezondheidsnet.nl en een persbericht van biohorma. Gezondheidsnet vermeld de Europese Academie van Allergi��n en allergie-site.nl als bronnen. De eerste bron herkent de cijfers niet en de tweede bestaat niet meer Het persbericht van Biohorma heeft al bron het KNMI, maar het KNMI zegt geen hooikoortscijfers te hebben. Daarbij is het moeilijk te zeggen wanneer er sprake is van hooikoorts. Er is wel door het RIVM geschat dat ongeveer eenderde van de Nederlandse bevolking last heeft van neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Ook bieden de door het CMR verzamelde cijfers van gediagnosticeerde gevallen van hooikoort geen uitsluitsel over prevalentie.","T81-236030075.txt","vwo","P119","T81",67,75,14
126,"Next.checkt: E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch door: Thomas Rueb. De bewering : 'E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch' gedaan door Kleenex is ongefundeerd omdat: De genoemde artikelen hun bronnen niet langer bestaan, niet herkennen in de cijfers of zelfs nooit de cijfers hebben gepubliceerd. Daarnaast is het niet duidelijk wanneer er gesproken wordt van hooikoorts seizoensgebonden alleergische rhinitis. Die reactie moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar door voorkomen, wel zijn er cijfers van neusallergie bekent maar is niet duidelijk welk aandeel hooikoorts heeft. Ook zijn er cijfers uit Finland, waaruit blijkt dat daadwerkelijk % van de mensen hooikoorts heeft, maar dit kan heel anders zijn dan in Nederland. Ook de stijging lijkt mee te vallen alswant sinds  is dit aantal hooikoorts meldingen bij de huisarts gedaald. een verdubeling in de laatste - jaar lijkt onwaarschijnlijk. Kortom de bronnen van kleenex zijn oncontroleerbaar.","T81-236030076.txt","vwo","P120","T81",67,76,9
127,"Samenvatting: ��n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Next.checkt vindt de bewering dat ��n op de vijf mensen last heeft van hooikoorts aantal drastisch groeit ongefundeerd Dit is omdat het aantal hooikoortspatienten niet bijgehouden wordt.De vernoemde bronnen herkennen de cijfers niet. Daarnaast wordt hooikoorts vaak verward met hyperreactieve rhinitis Bovendien is er geen onderzoek gedaan naar alleen het voorkomen van hooikoorts en zijn de gegevens allemaal schattingen gebaseerd op vergelijkbare onderzoeken die geen uitsluitsel geven over de hoeveelheid hooikoorts pati�nten De bronnen waarop de uitspraak de uitspraak gebaseerd is, zijn niet controleerbaar. en geven geen uitsluitsel. Vanaf  neemt de groei van het aantal bij de huisarts geregistreerde gevallen af waardoor een groei van % zoas beweerd onwaarschijnlijk is. Voor Nederland zijn er geen accuratecijfers beschikbaar over het aantal nmenen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt.","T81-236030077.txt","vwo","P121","T81",67,77,10
128,"De bewering: ��n op de vijf mensen heeft hooikoorts en dat aantal groeit drastisch is ongefundeerd omdat de bronnen waarop Kleenex de bewering op basseerd niet meer bestaan of elkaar tegenspreken of ontkennen dat ze de cijfers kennen. De bronnen van Kleenex zijn niet controleerbaar en Kleenex houdt het eigen onderzoek afgesloten. Ook is het lastig een goede schatting van het aantal hooikoorts patienten te maken. Er zijn wel schattingen gemaakt, maar deze kijken vooral naar het buitenland of alleen naar het aantal allergische mensen waarbij geen onderscheid wordt gemaakt tussen hooikoorts en andere vormen. Ook is het niet mogelijk de prevalentie in Nederland te bepalen. Wel kan en gekeken worden naar het aantal hooikoorts (onbekend woord) door huisartsen, maar hier is echter geen groei maar juist een afname in het aantal diagnoses.","T81-236030078.txt","vwo","P122","T81",67,78,12
129,"NRC.checkt meent dat de door Kleenex gemaakte bewering oongefundeerd is. Dit beargumenteerd NRC.checkt als volgt: Kleenex heeft gebruik gemaakt van onjuiste bronnen Allergie-site.nl bestaat niet meer en de EAACI zegt het door Kleenex beweerde cijfer niet te herkennen. Verder wordt er door Kleenex gesproken over een drastische toename van het aantal pati�nten. Het CMR heeft dit onderzocht en kwam tot de conclusie dat in   op de  vrouwen en , op de  mannen werd gediagnosticeerd met hooikoorts. dit steeg tot , en , in . Er is geen sprake van verdubbeling. Wel heeft het NAtionaal Kompas Volksgezondheid van het RIVM geschat op basis van bevolkings onderzoek dat eenderde van de Nederlandse bevolking last heeft van een neusallergie. In dit cijfer wordt geen onderscheid gemaakt tussen hooikoorts. Hieruit concludeert NRC.checkt dat Kleenex een ongefundeerde bewering heeft gedaan.","T81-236030080.txt","vwo","P123","T81",67,80,8
130,"E�nop de vijf mensen heeft hooikoorts en dat aantal stijgt dramatisch. Thomas Rueb. De bewering van Kleenex dat ��n op de vijf mensen hooikoorts heeft is ongefundeerd. Kleenex uitspraken zijn gebasseerd op eigen onderzoek, in samenwerking met Universiteit of Worcester dat uitsluitend voor eigen gebruik is en had nooit mogen worden gedeeld. Verder heeft kleenex ook twee andere bronnen geraadpleegd. Gezondheidnet.nl en persbericht van Biohorma. De bronnen die deze instanties gebruikt hebben, zeggen zelf geen weet te hebben van de cijfers over hooikoorts. Ten tweede zegt Kleenex dat het aantal patienten met hooikoorts dramatisch stijgt. Dit is ook ongefundeerd. Het is namelijk bijzonder lastig om een schatting te maken, niemand houdt het aantal bij, want de klachten zijn seizoensgebonden. Bij vele onderzoeken wordt er geen onderscheidt gemaakt tussen hooikoorts en andere vormen. Schatting bied geen uitsluitsel. Verder kun je Nederland neit met andere landen vergelijken.","T81-236030081.txt","vwo","P124","T81",67,81,11
131,"De bewering van Kleenex: ""Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch"" is ongefundeerd en wel om de volgende redenen. De bronnen waar kleenex zich op zegt te baseren zijn oncontroleerbaar. De bronnen bestaan niet langer of ontkennen de cijfers te hebben ook is de scheiding tussen hooikoorts en andere ademhalingsziekten lastig aan te tonen. De gedane onderzoeken bieden ook geen uitsluitsel over prevalentie. Ook zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt. De uitspraak van kleenex is dus ongefundeerd.","T81-236030082.txt","vwo","P125","T81",67,82,9
132,"Zakdoekjesproducent kleenex beweert in een advertentie dat een op de vijf mensen last heeft van hooikoorts en dat dit aantal in de laatste - jaar is verdubbeld. Deze bewering wordt door next.checkt als ongefundeerd beoordeeld. Ten eerste zijn de bronnen waar kleenex zich op zegt te baseren niet controleerbaar Bronnen die worden genoemd zeggen de cijfers niet te herkennen. Ten tweede wordt het aantal hooikoortspatienten niet eens bijgehouden, want een doktersbezoek is vaak niet nodig. Ten derde wordt er bij gemaakte schattingen geen onderscheid gemaakt tussen hooikoorts en andere vormen van neusallergie. Al met al, er zijn voor Nederland geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het onderzoek van kleenex is niet inzichtelijk gemaakt. De bewering van kleenex is dus ongefundeerd.","T81-236030083.txt","vwo","P126","T81",67,83,8
133,"Argumentatieloos betoog Thomas Rueb 'Nex.check' beoordeelde uitspraak van Kleenex dat hooikoorts stijgt of is verdubbeld ongefundeerd. Ten eerste gebruikt Kleenex als bron het artikel van Gezonheidsnet.nl, deze gebruikde de niet bestaande bronnen van het EAACI en van het KNMI. Ten tweede is het bijzonder lastig een schatting te maken van hooikoortsgevallen, want de klachten zijn seizoensgebonden en vari�ren per jaar. Lang niet iedereen brengt een bezoek aan de huisarts vanwege de hooikoorts. Ten derde wordt hooikoorts vaak verward met de hele jaar voorkomende huisstofmijt. Hiermee wordt niet [onherkenbaar woord] afhouden in het Nationaal Kompas Volksgezondheid.  Tot slot van het het jaar  de groei het aantal bij de huisarts geregistreerde gevallen af De CMR heef geen recentere Data beschikbaar dan over . Voor Nederland zijn er daarom geen accurate cijfers beschikbaar over het aantal mensen met hooikhoorts, omdit te kunnen onderbouwen","T81-236030084.txt","vwo","P127","T81",67,84,12
134,"Volgens zakdoekjes producent Kleenex heeft hooikoorts een hoogtepunt bereikt en heeft ��n op de vijf mensen hooikoorts. Ook beweren ze dat het aantal mensen met hooikoorts is verdubbeld in de laatste tien tot vijftien jaar. De reductie van 'Next checkt' zoekt het uit. Het aantal mensen met  hooikoorts in Nederland schatten gaat moeilijker dan verwacht. De reden hiervoor is dat mensen minder snel naar de huisarts gaan om te checken of ze hooikoorts hebben. Dit zorgt ervoor dat het aantal mensen met hooikoorts die geregistreerd staan veel lager ligt als het echte aantal. De reductie van 'Next.Checkt' heeft daarom de bronnen van Kleenex gevraagd. Kleenex wilt vrijgeven en geeft alleen en hele bronnen voor hun onderzoek die stuk voor stuk niet kloppen of zelfs van niks afweten. Hieruit kan de redactie van 'Next.Checkt' Concluderen dat de uitspraak van Kleenex ongefundeerd is.","T81-236030085.txt","vwo","P128","T81",67,85,9
135,"Next.checkt verklaart de bewering van Kleenex als ongefundeerd omdat ten eerste als bron voor de bewering en artikel wordt gebruikt van Gezondheidsnet.nl, maar voor dat artikel is een bron gebruikt waarvan de woordvoerder zegt die cijfers helemaal niet te herkennen. Een andere bron voor de bewering zegt de cijfers uit hun artikel te hebben van het KNMI, maar die beweren die cijfers helemaal niet te hebben. Een onderdeel van het RIVM zegt dat ongeveer / van de Nederlanders last heeft van Neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen bepaalde vormen. Het is niet mogelijk de prevalentie van hooikoorts in Nederland te bepalen omdat niet iedereen de huisarts bezoekt. De bronnen waarop Kleenex zich zegt te baseren zijn niet controleerbaar. De cijfers lijken echt onwaarschijnlijk. Daarmee verklaart next.checkt de bewering van Kleenex als ongefundeerd","T81-236030086.txt","vwo","P129","T81",67,86,9
136,"De bewering van Kleenex dat een op de vijf mensen last heeft van hooikoorts en dit aantal drastisch groeit is ongefundeerd. Voor deze bewering zijn een tweetal bronnen geraadpleegd. Deze bronnen gebruiken echter zelf onjuiste of niet bestaande bronnen. De bewering van Kleenex is tweeledig. Het is lastig een schatting te maken van het aantal hooikoortspati�nten in Nederland, de aantallen worden niet bijgehouden. Er zijn onderzoek gedaan, maar niet specifiek naar het aantal hooikoortspati�nten in Nederland. Niet iedereen met  hooikoortsklachten gaat naar de huisarts, dus de uitspraak ""��n op de vijf"" is niet met zekerheid te zeggen. Er is een stijging geweest in het aantal hooikoortspati�nten tussen  en . Vanaf  is de groei van het aantal mensen met door een huisarts is gediagnosticeerd met hooikoorts afgenomen. Een verdubbeling in de laatste  tot  jaar is hierdoor onwaarschijnlijk.","T81-236030087.txt","vwo","P130","T81",67,87,12
137,"De bronnen die Kleenex gebruikte zijn onbetrouwbaar. De bronnen van Gezondheidsnet bestaat niet meer (allergie-site.nl) en EAACI herkent het cijfer neit die Gezondheidsnet.nl heeft gebruikt. Het persbericht van Bioharma heeft als bron het KNMI, volgens een woordvoerder. Het KNMI zegt dat ze geen hooikoortscijfers heeft. Het maken vane en schatting van hooikoortspatienten is lastig Het RIVM heeft statistieken van de NEderlandse bevolking met neusallergie, hierbij zijn alle vormen opgenomen. De World Allergy Organisation heeft in Finland een schatting gedaan van hooikoortspatienten. In Nederland kan deze schatting anders zijn. Een internationaal onderzoek gepubliceerd in Respiratory Medicine in , toont aan dat in Nederland , procent van de bevolking een 'ademhalingsallergie heeft. Het aantal procent hooikoorts is onbekend. Als laatste de CMR heeft gegevens van hooikoortspatienten bij huisartsen. Maar er is een mogelijkheid dat niet alle hooikoortspatienten ingeschreven staan bij de huisartsen.","T81-236030089.txt","vwo","P131","T81",67,89,10
138,"Hooikoorts bereikt hoogtepunt aldus Kleenex.  op de  heeft er last van en dat aantal groeit drastisch. De redactie van next ziet dat dit ongefundeerd is. De bronnen zijn namelijk niet te controleren, ze zijn voor intern gebruik of bestaan niet. Daarbij komt dat niemand de aantallen Bij houdt van hooikoorts Patienten omdat een bezoek aan de dokter vaak niet nodig is. Kleenex mad zich ook richten op het seizoensgebonden allergien en niet de gevallen van huisstofmijt en andere allergien. Volgens het RIVM heeft eenderde van de bevolking een neusallergie, alleen wordt daar niet gelezen maar hooikoorts en andere vormen. De CMR die gediagnosticeerde gevallen van hooikoorts [onherkenbaar woord] biedt geen uitkomst over prevalentie omdat hiet iedereen nog de huisarts bezoekt. Er kan wel gekeken worden of de gediagnostiseerde gevallen toenemen allen af en toe een verdubbeling, dat is de vraag","T81-293640270.txt","vwo","P132","T81",36,270,10
139,"'Next.checkt' De uitspraak van zakdoekjesproducent kleenex op zijn tweedelige bewering. Ten eerste of ��n op de vijf Nederlanders Hooikoorts heeft. Als tweede Dat dit aantal groeit. Volgens Kleenex zijn de uitspraken gebaseerd op eigen onderzoek de eerste bron is Allergie-site.NL maar is onlangs opgeheven. De tweede bron is van biohorma die beweert de gegevens te hebben van het KNMI. Echter het KNMI zegt geen Hooikoortscijfers te hebben. Aantallen Hooikoortspati�nten zijn moeilijk te onderzoeken omdat er geen doktersafspraak of voorgeschreven medicijnen nodig zijn in Nederland verzamelt de contunie Morbiteit Regestratie )CMR) gediagnosticeerde gevallen van Hooikoorts. omdat niet iedereen de huisarts beziek voor hooikoorts is Prevalentie in Nederland niet te bapelen. De cijfers van CMR laten wel een stijging zien maar geen verdubbeling Al met al vindt ""Next.checkt' De uitspraak van kleenex ongefundeerd.","T81-293640271.txt","vwo","P133","T81",36,271,13
140,"De bronnen in het artikel kloppen niet met de werkelijkheid. Zo bestaat de Allergie-site.nl niet meer en zegt het EAACI de cijfers van de hooikoorts niet te herkennen en heeft het KNMI geen cijfers van hooikoorts. Het blijkt echter lastig om een schatting te maken van het aantal mensen met hooikoorts. De klachten zijn namelijk seizoensgebonden. De onderzoeken die wel zijn uitgevoerd bieden geen juiste uitslag op cijfers van de hooikoorts. Ze zijn namelijk niet specifiek op hooikoorts of Nederland gericht. Ook bezoekt niet iedereen de huisarts als die last heeft van hooikoorts. He tis dus niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen. De bronnen waar Kleenex zich op zegt te baseren, zijn niet controleerbaar.","T81-293640272.txt","vwo","P134","T81",36,272,9
141,"De drastische groei van hooikoorts mensen, die last hebben van hooikoorts is ongefundeerd. Na bronnenonderzoek blijkt dat gebruikte bronnen als KNMI en EAACI helemaal geen cijfers over dit onderwerp ter beschikking heeft. Allergie-site.nl. andere bron, bestaat niet meer. Daarbij komt dat een schatting maken moeilijk is aangezien aantallen niet worden bijgehouden. Ook is het belangrijk hooikoorts te onderscheiden van hyperreactieve rhinitis. Uit internationaal onderzoek 'National Prevalence of respiratory allergic disorders' bleek ,% van de Nederlanders ademhalingsallergie te hebben, hierin werd hooikoorts echter niet apart bekeken. Aantallen van gediagnosticeerde gevallen zijn wel bekend, maar bieden geen uitsluitel, omdat lang niet iedereen de huisarts bezoekt vanwege hooikoortsklachten. Het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen. Een verdubbeling in de laatste - jaar lijkt ook onwaarschijnlijk aangezien vanaf  geregistreerde gevallen zijn afgenomen.","T81-293640273.txt","vwo","P135","T81",36,273,12
142,"E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Thomas Rueb De stelling van klenex die in de [onherkenbaar woord] is weergegeven is ongegrond Namelijk, als bron worden de EAACI en allergie site.nl genoemd, terwijl die laatste niet meer bestaat en een woordvoerder van het EAACI zegt het cijfer niet te kennen. Het KNMI zou cijfers voor het onderzoek van Kleenex aan hen verleend hebben, maar het KNMI zegt helemaal geen gegevens daarover te beschikken. Niemand houdt de aantallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Vanaf  neemt de groei van het aantal diagnoses af bij huisartsen en er is niet eens recentere data beschikbaar dan over ","T81-293640274.txt","vwo","P136","T81",36,274,10
143,"Het fenomeen hooikoorts is moeilijk vast te stellen, niemand houd de aantallen bij en klachten zijn seizoensgebonden. Dit komt omdat doktersbezoek vaak niet nodig is en medicijnen vrij te verkrijgen zijn. Wanneer spreekt men van hooikoorts dit moet onderscheiden worden van hooikoortslijkende klachten uit onderzoek is gebleken dat  op de  last heeft van neusallergie maar het aandeel van hooikorts is niet bekend. Daarnaast is bekend dat ,% last heeft van ademhalingsallergie maar ook hier is het aandeel van hooikoorts niet bekend. Een verdubbeling is onwaarschijnlijk omdat de geregistreerde gevallen afneemt en geen accurate cijfers beschikbaar zijn en het onderzoek niet inzichtelijk is gemaakt.","T81-293640275.txt","vwo","P137","T81",36,275,8
144,"De redenen waarom het oordeel 'ongefundeerd' os, zijn er meerdere. Ten eerste worden de cijfers niet erkend door de aangegeven bronnen. Daarnaast is het erg lastig om een schatting te maken van het aantal mensen met hooikoorts omdat hooikoorts voor kan komen in combinatie met andere allergieen, waar geen onderscheid in wordt gemaakt. Ook bezoekt lang niet allen met hooikoortsklachten de huisarts. Hieruit blijkt dat de bronnen die Kleenex heeft gebruikt, oncontroleerbaar zijn. Dat het aantal mensen met hooikoorts toegenomen zou zijn, klopt naar de hand van de stijging van het aantal  gediagnosticeerden. Maar daarentegen neemt de groei van het aantal bij de huisarts geregistreerden af. hierdoor valt dit ook te betwisten.","T81-293640276.txt","vwo","P138","T81",36,276,8
145,"De bewering van kleenex is ongefundeerd omdat ten eerste er bronnen worden gebruikt in het onderzoek die niet meer bestaan Ten tweede claimen de bronnen de resultaten niet te herkennen. Ten derde, zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts omdat niemand de aantallen bijhoud want het aantal klachten vari�rt per jaar Ook kunnen de klachten over hooikoorts moeilijk onderscheiden worden met klachten die. lijken op hooikoorts klachten en daarbij gaat nog niet eens iedereen met hooikoorts naar de huisarts. Ten vierde wil kleenex het eigen onderzoek niet openbaar maken. Kortom kleenex gebruikt bronnen die niet bestaan of nergens vanaf weten en wil het onderzoek niet openbaar maken Ook zijn er geen accurate cijfers over het aantal mensen met hooikoorts in Nederland beschikbaar.","T81-293640277.txt","vwo","P139","T81",36,277,11
146,"De bewering van Kleenex is volgens Next checkt ongefundeerd. Ten eerste bevatten de bronnen van Kleenex onjuiste informatie. Ten tweede blijkt het bijzonder lastig om een schatting te maken van het aantal met hooikoorts. Niemand houd de aantallen bij want de klachten zijn seizoensgebonden en vari�ren per jaar. Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. Omdat lang niet iedereen een huisarts bezoekt met hooikoorts klachten, bied dat echter weer geen uitsluitsel over prevalentie onder de gehele bevolking. De bronnen waarop Kleenex zich op zegt te baseren zijn niet controleerbaar.","T81-293640278.txt","vwo","P140","T81",36,278,7
147,"Next checkt beoordeelt de bewering van Kleenex ongefundeerd omdat de bronnen die Kleenex noemt niet controleerbaar zijn en omdat de genoemde cijfers niet kloppen. Zo wordt er gesteld dat  procent van de Nederlanders last heeft van hooikoorts, als bron worden de EAACI en Allergie-site.nl genoemd. Die laatste bestaat niet meer en de EAACI zegt het cijfer niet te herkennen. Ook is het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts want de klachten zijn seizoensgebonden en vari�ren per jaar. Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. Het RIVM schat da tongeveer eenderde van de Nederlandse bevolking last heeft van en neusallergie, maar daarin wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Het CMR verzamelt door huisarts gediagnosticeerde gevallen van hooikoorts, die bieden ook geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt. Kortom de bronnen van Kleenex zijn niet controleerbaar.","T81-293640292.txt","vwo","P141","T81",36,292,10
148,"De uitspraken van kleenex zijn volgens een woordvoerder gebaseerd op eigen onderzoek. Er worden twee bronnen onderzocht, EAACI en Allergie-site.nl waarbij allergie-site.nl niet langer bestaat en van het EAACI is het cijfer niet te herkennen. Daarna spreekt het persbericht van Biohorma van een procentuele stijging van het aantal hooikoortspatienten gegeven door het KNMI waaruit blijkt dat het KNMI geen hooikoort heeft. Daarbij blijkt het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts, omdat niemand de aantallen bij houdt. Verder wordt er geen onderscheid gemaakt tussen hooikoorts en andere vormen van allergie. Hieruit volgt dat de bronnen waar Kleenex zich op zegt te baseren, niet controleerbaar zijn.","T81-293640293.txt","vwo","P142","T81",36,293,10
150,"De bewering  van Kleenex dat ��n op de vijf mensen hooikoorts heeft en dat eht aantal drastisch stijgt is ongefundeerd omdat het onderzoek van Kleenex niet inzichtelijk is gemaakt en uitsluitend Voor intern gebruik is. Daarnaast kloppen de bronnen die gebruikt zijn voor dit onderzoek niet. De ene bron bestaat niet meer en de andere bron beweert geen cijfers over hooikoorts te hebben. Ook is het niet duidelijk waarneer er sprake is van hooikoorts. Er wordt hierbij geen onderschied gemaakt tussen hooikoorts en andere vormen van een neusallergie. Daarnaast neemt de groei van het aantal bij de huisarts geregistreerde hooikoorts pati�nten af en de gediagnosticeerde gevallen van hooikoorts bieden geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt vanwege hooikoortsklachten Van Nederland zijn er dus geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts.","T81-293640295.txt","vwo","P143","T81",36,295,11
151,"Kleenex beweert dat een op de vijf mensen hooikoorts heeft en dat dat aantal drastisch stijgt, maar wanneer is er sprake van hooikoorts? Tellen ze allergie voor huisstofmijt, neusallergie en ademhalingsallergie ook mee? Het aandeel van hooikoorts in Nederland is nooit apart bekeken en daarbij komt dat de bronnen waar kleenex zich op zegt te baseren niet controleerbaar zijn. Wat we wel weten is dat ""een verdubbeling in de laatste - jaar"" erg onwaarschijnlijk is. Op grond van al deze gegevens beoordeelt 'next.checkt' de uitspraak als ongefundeerd.","T81-293640296.txt","vwo","P144","T81",36,296,5
152,"De bewering van Kleenex ��n op de vijf mensen last heeft van hooikoorts is ongefundeerd want de ene bron waarnaar wordt verwezen, EAACI, zegt de cijfers niet te kennen en de andere bron, Allergie-site.nl bestaat niet meer.  Verder is het erg lastig om een schatting te maken van het aatnal mensen met hooikoorts, want doktersbezoek en recept is niet nodig. Ook biedern de schattingen van RIVM en de World Allergy Orginazation geen uitsluitsel van de bewering want zijn niet specifiek g enoeg. De bewering dat het drastisch toeneemt is wel waarschijnlijk blijkt uit onderzoek van de CMR. Een verdubbeling dus drastische toename, is echter onwaarschijnlijk, want groei nam in  af. Verder is het onderzoek van Kleenex niet inzichtelijk gemaakt en zijn er geen accurate cijfers over Nederland.","T81-293640297.txt","vwo","P145","T81",36,297,12
153,"""E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch."" Deze uitspraak van kleenex is gebaseerd op eigen onderzoek in samenwerking met een universiteit wat niet gedeeld kan worden. Ook heeft Kleenex twee andere bronnen geraadpleegd, maar hun bronnen zijn niet controleerbaar. Het blijkt bijzonder lastig om een schatting te maken van het aantal hooikoortspati�nten want niemand houdt de aantallen bij.  Wel wordt op basis van bevolkingsonderzoek geschat dat eenderde van de Nederlanders een neusalergie heeft, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. De bronnen van Kleenex zijn niet controleerbaar en voor Nederland zijn geen accurate cijfers bekend. Het onderzoek van Kleenex is niet inzichtelijk gemaakt. Daarom is de uitspraak ongefundeerd.","T81-293640298.txt","vwo","P146","T81",36,298,11
154,"Uit een onderzoek van Kleenex in samenwerking met de University of Worcester blijkt dat in de laatste - jaar een verdubbeling van hooikoortspatienten heeft plaatsgevonden. Gezondheidsnet.nl stelt ok dat er een groei in de hooikoortspati�nten zit. Echter kan niemand precies zeggen hoeveel producten er zijn omdat de klachten varieren en seizoens gebonden zijn. Uit onderzoek van het RIVM blijkt dat een derde van de bevolking last heeft van een neusallergie. Hierbij is echter nog geen onderscheid gemaakt tussen hooikoorts en andere kwalen. De CMR rapporteert een stijging van de hooikoortsgevalen over de periode -. Hoewel dat er op wijst dat de hooikoortsgevallen toeneemt, rapporteren de huisartsen dat er een afname is vanaf het jaar . Hieruit blijkt dat het raport ongegrond is.","T81-293640299.txt","vwo","P147","T81",36,299,10
155,"�een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch�. Deze uitspraakt wordt beoordeeld als ongefundeerd. Als bron wordt de EAACI en allergie/site.nl genoemd, maar die laatste bestaat niet meer en de EAACI herkent het cijfer niet ook wordt het KNMI als bron genoemd, maar het kNMI zegt geen hooikoortscijfers te hebben. verder blijkt het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts. Er zijn veel klachten die lijken op hooikoortsklachten dus is het lastig om hier een duidelijke scheiding tussen te maken. De CMR in Nederland verzamelt gediagnosticeerde gevallen van hooikoorts, maar lang niet iedereen bezoekt de huisarts wegens hooikoortsklachten dus is het niet mogelijk om de prevalentie te bepalen. Dat er een verdubbeling zou hebben plaatsgevonden is onwaarschijnlijk. De groei van het aantal bij de huisarts geregistreerde gevallen neemt namelijk af. Er zijn geen accurate cijfers beschikbaar.","T81-293640300.txt","vwo","P148","T81",36,300,11
156,"De bewering van zakdoekjespoducent Kleenex dat ��n op de vijf mensen last heeft van hooikoorts dat dit aantal drastisch groeit en dat het om een verdubbeling in de laatste - jaar, worden door nex.tchekt als ongefundeerd beoordeelt. Dit komt doordat informatie uit bronnen is gebruikt, die niet overeekomt met wat werkelijk in de bron staat. De bronnen bevatten namelijk geen of andere infomatie dan dat in de advertentie is gebruikt. Ook is het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts, omdat de aantallen niet bijgehouden worden en de klachten seizoensgebonden zijn. Ook is er een schatting gemaakt voor Finlang, waar hooikoorts bij  procent van de bevolking zou voorkomen, maar dat kan in Nederland best anders zijn ook lang niet iedereen bezoekt de huisarts vanwege hooikoortsklachten en zelfs de groei van het bij de huisarts geregistreerde gevallen is afgenomen.","T81-293640301.txt","vwo","P149","T81",36,301,9
157,"De bewering van Kleenex is ongefundeerd, want het onderzoek dat Kleenex heeft gedaan berust op niet bestaande cijfers. Zo hadden ze cijfers van het KNMI gebruikt maar KNMI zegt daarentegen geen hooikoorts cijfers te hebben. Daarnaast is het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de aantallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. Daarnaast kunen hooikoortsklachten ook het hele jaar voorkomen maar dan is het geen hooikoorts meer maar valt het onder hyperreactieve rhinitis waar een allergie voor huisstofmijt ook onder valt. De diagnose dat hooikoorts","T81-293640302.txt","vwo","P150","T81",36,302,7
