"","text","schooltype","T3F_54","id"
"93","Nextcheckt beoordeelt de bewering van kleenex als ongefundeerd om een aantal redenen Ten eerste wordt als bron EAACI en allergiesitenl genoemd de laatste bestaat niet en de EAACI herkent het cijfer niet wat kleenex gebruikt heeft OOk het KNMI wordt al brond genoemd voor de hooikoortscijfers het RNMI zegt deze cijfers niet te hebben Ook is het aantal mensen met hooikoorts lastig te schatten want niemand houdt het aantal bij Er moet ook onderscheid worden gemaakt van hooikoorts en hooikoorts lijkende klachten het KNMI schat dat eenderd van de Nederlandse bevolking een neusallergie heeft maar er wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen die schatting biedt geen uitsluitsel De bronnen voor de opmerking een op de vijf is niet controleerbaar Uit rapport van het CMR is het aantal hooikoorts gevallen gestegen maar een verdubbeling is onwaarschijnlijk Want vanaf neemt het aantal geregistreerde gevallen af Voor Nederland zijn er geen accurate cijfers beschikbaar Daarom is de bewering van kleenex ongefundeerd","vwo",12,93
"94","Kleenex gebruikte onder andere een artikel van Gezondheidsnetnl en een persbericht van Biohorma De bronnen die gebruikt waren vor het artikel bestonden niet meer of werden niet meer ondersteund en ook het persbericht was gebasseerd op niet bestaande cijfers Daarbij houdt niemand het aantal mensen met hooikoorts bij want de klachten zijn seizoensgebonden en varieren per jaar Ook is doktersbezoek vaak niet nodig en zijn medicijnen zonder recept verkrijgbaar Verder is het belangrijk dat allergische reacties door hooikoorts moeten worden onderscheiden van de op hooikoorts lijkende klachten die het hele jaar door voorkomen Of de uitspraak een op de vijf klopt valt ook niet te zeggen De bronnen waar kleenex zich op zegt de baseren zijn niet controleerbaar","vwo",9,94
"95","De tegenargumenten waarop nextcheck haar oordeel mee rechtvaardigd zijn dat de uitspraken van Kleenex gebaseerd zijn op eigen onderzoek en niet kan worden gedeeld Voor Nederland heeft Kleenex ook twee andere bronnen gebruikt maar die blijken niet controleerbaar Ook is het lastig een schatting te maken van het aantal mensen met hooikoorts Niet iedereen bezoekt de huisarts bij hooikoorts het RIVM schat dat een op de drie Nederlanders een neusallergie heeft Ook is het niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Tenslotte klopt de groei van het aantal hooikoorts patienten niet Sinds neemt de groei van het aantal bij de huisarts geregistreerde gevallen zelfs af Daarom is de bewering van Kleenex ongefundeerd NRC next mei Een op de vijf heeft hooikoort en dat aantal stijgt drastisch","vwo",10,95
"96","Nextcheckt beoordeelt de uitspraak van Kleenex Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch als ongefuncdeerd en wel om een aantal redenen De interne bron waar kleenex naar verwijst is neit inzichtelijk gemaakt en kan dus niet geverifieerd worden De extrene bronnen waar kleenex naar verwijst doen uitspraken gebaseerd op bronnen van instellingen die zeggen niet van de cijfers te weten Het is vrijwel onmogelijk om vast te stellen hoeveel mensen er hooikoorts hebben omdat het bij hooikoortsklachten vaak niet nodig is om naar de dokter te gaan en er heel veel allergieen zijn die erg vergelijkbaar zijn Er kan wel worden gekeken of het aantal diagnoses van hooikoorts toeneemt maar da taantal blijkt de laatste jaren jiust af te nemen De uitspraak van kleenex is dus op geen enkele manier te verifieren en daaorm wordt de uitspraak beoordeeld als ongefundeerd","vwo",12,96
"97","Nextcheckt vindt de bewering van kleenex ongefundeerd Allereerst kloppen de bronnen grotendeels niet of wordt er gelogen over de informatie uit deze bronnen Zo bestaat de site en bron Allergiesitenl niet meer en beweert kleenex hooikoortscijfers te hebben van het KNMI terwijl deze geen hooikoortscijfers hebben Daarnaast zijn de gegevens extreem uitvergroot en misplaatst door het Biohorma wordt een lager percentage in een groter tijdsbestek gegeven Ook wordt een onderzoek uit Finland gebruikt terwijl er niet met zekerheid gezegd kan worden dat dit dan ook in Nederland het geval is Wat een feit is is dat er geen accurate hooikoortscijfers zijn over Nederland terwijl dit door Kleenex beweert wordt hierdoor is de uitspraak ongefundeerd","vwo",6,97
"98","Volgens Kleenex stijgt het aantal hooikoortsgevallen drastisch Nextcheckt rechtvaardigd hun oordel dat bovenstaande stelling van Kleenex ongefundeerd is met een aantal argumenten Ten eerste kunnen cijfers in de bronnen niet bevestigd worden Ten tweede blijkt het lastig om een schatting te maken van het aantal hooikoorts gevallen Er zijn daarnaast voor Nederland geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt","vwo",6,98
"99","de redactie van NRC checkt beoordeelt de bewering van kleenex als ongefundeert het blijkt moeilijk om een schatting te maken van het aantal mensen met hooikoorts Er zijn in Nederland geen onderzoeken geweest speciaal gericht op hooikoorts de bronnen waar kleenex zich op zegt te baseren zijn niet controleerbaar hoewel er sprake is van een stijging in gediagnosticeerde hooikoorts is er moeilijk te spreken van een verdubbeling Er zijn geen accurate cijfers beschikbaar over het aantal mensen in Nederland de hooikoorts hebben en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt","vwo",7,99
"100","De bewering Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch is ongefundeerd omdat Kleenex geen geldende bronnen heeft gebruikt Het EAACI zegt het cijfer een op de vijf niet te herkennen en het KNMI zegt geen hooikoortscijfers te hebben Ook is het moeilijk om het aantal mensen met hooikoorts te schatten Niet alle patienten laten zich namelijk registreren bij een dokter In Finland heeft inderdaad een op de vijf hooikoorts maar dat hoeft niet in Nederland zo te zijn Ook werd er in bepaald dat in Nederland een ademhalingsallergie hebben maar het aandeel van hooikoorts weten we niet Zelfs neemt de groei van het aantal geregistreerde gevallen bij de huisarts af sinds Ook is er geen recentere data beschikbaar dan over ","vwo",10,100
"101","Kleenex beweert dat een op de vijf mensen hooikoorts heeft nextcheckt vindt dit oordeel ongefundeerd Ten eerste heeft Kleenex bronnen gebruikt die niet klopppen Zo bestaat een site niet meer en weten de bedrijven zelf niets van de cijfers die Kleenex publiceerde Ook is het heel moeilijk een schatting te maken van het aantal hooikoortspatienten doordat het niet nodig is naar de dokter te gaan Daarnaast is het ook niet duidelijk wanneer men van hooikoorts spreekt Er zijn wel verschillende onderzoeken gedaan maar deze waren niet specifiek gericht op hooikoorts en kunnen daarom ook niet gebruikt worden Alle bronnen die kleenex gebruikt heeft zijn dus niet controleerbaar en ook onderzoeken zijn nog niet betrouwbaar Op grond van al deze gegevens beoordeelt nextcheckt de uitspraak ongefundeerd","vwo",8,101
"102","Voor de Nederlandse cijfers betreffende hooikoortspatienten heeft Kleenex naar een eigen onderzoek in samenwerking met de University of Worcester twee andere bronnen geraardpleegd De bronnen van deze informatie lijken echter onbetrouwbaar sites bestaan niet meer woordvoerder herkennen de cijfers niet en het KNMI zegt geen hooikoortscijfers te hebben Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Wel heeft procent van de Nederlandse bevrolking een ademhalingsallergie maar welk aandeel hooikoorts daarin had is niet apart bekeken De CMR rapporteert een stijging van het aantal gediagnosticeerde hooikoorts gevallen over de periode maar vanaf neemt de groei van het aantal bij de huisarts geregistreerde gevallen af De tweeledige bewering van Kleenex is volgens nextcheckt dus ongefundeerd Voor Nederland zijn er geen accurate cijfers beschikbaar en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt","vwo",15,102
"103","Samenvatting Next checkt Volgens Kleenex verdubbed het aantal mensen met hooikoorts VOor dit onderzoek heeft kleenex twee nederlandse bronnen geraadpleegd Gezonheidsnetnl en Biohorma De bronnen van deze twee artikelen zijn niet controleerbaar Een andere bewering dat kleenex doet is dat op de nederlanders hooikoorts heeft Het is ook heel moeilijk om dit te controleren omdat hooikoorts patienten niet wordt bijgehouden Verder weten we dat ongeveer een op de drie personen neusallergie heeft maar dit betreft naast hooikoorts ook andere allergieen Er zijn wel cijfers over het aantal diagnoses van hooikoorts deze geven wel een toename aan maar ondersteunen de verdubbeling niet","vwo",8,103
"104","Allereerst weigert Kleenex zijn eigen onderzoek prijs te geven Van de twee Nederlandse bronnen waar ze naar verwijzen bestaat er een niet meer en bestaat de andere bron uit onbetrouwbare informatie In Nederland wordt het aantal hooikoortspatienten niet bijgehouden omdat je lang niet altijd naar een dokter moet met hooikoortsklachten Bovendien is het ook nog discutabel wanneer er nou echt sprake is van hooikoorts Van het aantal hooikoortspatienten die wel een huisarts raadplegen komt relatief de stijging niet eens in de buurt van een verdubbeling De rest van alle betrouwbare cijfers verwijst naar admehalingsallergie waarvan een onbekend aandeel tot de hooikoorts behoort","vwo",6,104
"105","De uitspraak van Kleenex is ongefundeerd Allereerst is het eigen onderzoek van kleenex niet inzichtelijk gemaakt Er worden twee andere bronnen genoemd Gezondheidsnetnl en Biohorma Beide bronnen beseerden hun aandacht op bronnen die niet meer bestaan of zeggen de gegevens niet te herkennen Bovendien blijkt het te lastig om de prevalentie van hooikoorts in Nederland te bepalen De aantallen worden niet bijgehouden omdat ze seizoensgebonden zijn en per jaar varieren Verder is doktersbezoek vaak niet nodig en zijn medicijnen zonder recept verkrijgbaar Ook is het moeilijk vast te stellen wanneer preceis sprake is van hooikoorts en wanneer van klachten die erop lijken Ten slotte is de bewering dat het aantal hooikoortsgevallen de laatste jaar is verdubbeld niet controleerbaar aan de hand van het aantal geregistreerde diagnoses omdat de CMR geen recentere data beschikbaar heeft dan over ","vwo",12,105
"106","Kleenex beweerdt dat een op de vijf mensen hooikoorts heeft en dat aantal drastisch groeit Dit stellen zij uit eigen onderzoek waaruit bleek dat de afgelopen tot jaar het aantal mensen met hooikoorts verdubbeld is De genoemde bronnen zijn echter niet te vertrouwen Een van deze bestaat al niet meer en de andere zegt nooit iets van zon onderzoek gehoord te hebben Volgens een woordvoerder van het persbericht van Biorham de e geraardpleegde bron is hun bron het KNMI maar het KNMI zegt ook geen hooikoortscijfers te hebben Het constateren van het aantal mensen met hooikoorts blijk onmogelijk Doordat niet iedereen geregistreerd hoeft te staan Men kan wel naar de wel geregistreerde mensen kijken maar he CMR rapporterd dat in de afgelopen jaar de stijging nihil was en na zelfs afnam Op grond van deze gegevens verklaart Nestcheck de uitspraak ongefundeerd","vwo",9,106
"107","Nextcheckt beweert dat het onderzoek van kleenex ongefundeerd is omdat het onderzoek alleen voor intern gebruik is Een van de bronnen bestaat neit meer en het EAACI zegt de cijfers nog nooit gezien te hebben De klachten voor hooikoorts verschillen per jaar dus niemand houd het bij Andere cijfers zijn algemene van neusallergieen tot adem halingsallergie hiermee kun je geen conclusie trekken van het aantal hooikoortsen Er zijn wel meer mensen gediagnosticeerd sinds maar een verdubbeling is onwaarschijnlijk Vanaf neemt de groei weer af en er is geen data van na De bronnen waar Kleenex hun onderzoek op zegt te baseren zijn niet controleerbaar","vwo",12,107
"108","De bewering van Kleenex dat een op de vijf mensen last heeft van hooikoorts en dat het aantal drastisch groeit is ongefundeerd De uitspraken die hierover gedaan zijn zijn alleen gebaseerd op eigen onderzoek Hiernaast bestaan de gebruikte bronnen niet meer en blijken de cijfers niet meer te bestaan Ook wordt er volgens het RIVM geen onderscheid gemaakt tussen hooikoorts en andere gevallen Tevens bezoekt lang niet iedereen met hooikoorts de huisarts waardoor het niet mogelijk is de prevalentie van hooikoorts te bepalen Er is echter wel een toename van het aantal diagnoses van hooikoorts aangetoond maar een verdubbeling lijkt onwaarschijnlijk Er zijn immers geen accurate cijfers beschikbaar Al met al kunnen we concluderen dat wegens onvoldoende gegevens en nietbestaande bronnen de bewering van Kleenex ongefundeerd is","vwo",9,108
"109","De bewering van kleenex dat een op de vijf mensen last heeft van hooikoorts en dit aantal drastisch stijgt is ongefundeerd verklaard Dit komt ten eerste doordat de gebruikte bronnen aangeven de cijfers niet te kennen of niet meer bestaan Verder houdt niemand de aantallen van de mensen met hooikoorts bij Het aandeel hooikoorts wordt niet apart bekeken bij de mensen met een ademhalingsallergie Er is bovendien niet met zekerheid te zeggen hoeveel mensen in Nederland last hebben van hooikoorts Daarbij zijn de bronnen oncontroleerbaar Er zijn bij het CBR geen recentere bronnen dan waar uit blijkt dat de geregistreerde gevallen afneemt Op basis van deze argumenten kan je het standpunt ongefundeerd verklaren","vwo",9,109
"110","Next checkt Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch kleenex beweert dat een op de vijf last heeft van hooikoorts en het aantal drastisch groeit Hierop Next chechkt beoordeeld dat deze bewering ongefundeerd is want de bronnen die kleenex gebruikt heeft voor Nederland bestaat niet langer en de verwezen woordvoerders zijn niet op de hoogte van hooikoorts cijfers Het is ook lastig om een schatting te maken omdat de aantallen niet bij gehouden worden Er zijn daaraan tegen wel cijfers of algemene ademhalingsproblemen maar wat het aandeel hooikoorts is valt niet te zeggen Ook gaat niet iedereen die hooikoortsklachten heeft naar de dokter toe waardoor deze gegevens niet geteld worden Wel is er gekeken naar het feit dat het diagnoses aantal toegenomen is over de laatste jaar Kortom is de bewering van kleenex ongefundeerd","vwo",10,110
"111","Kleenex heeft beweert dat een op de vijf personen in Nederland hooikoorts heeft Deze bewering is ongefundeerd want de bronnen zijn oncontroleerbaar Kleenex gebruikt bronnen die zelf bronnen gebruiken die niet kloppen Zo gebruikt gezondheidsnetnl de bronnen EAACI en Allergiesitenl De laatste bestaat niet meer en de eerste hebben de cijfers niet OOk is de bewering ongefundeerd omdat hij tweeledig is er worden twee beweringen gedaan die allebei niet sterk staan Een schatting maken over de hoeveelheid mensen met hooikoorts is lastig omdat niemand het bijhoudt Verder is het lastig om onderscheid te maken tussen hooikoorts en andere respiratosde allergieen bij onderzoeken De hoeveelheid mensen met hooikoorts is dus onontvolgbaar De tweede bewering die wordt gemaakt gaat over de verdubbeling van hooikoortsklachten Dit is onwaarschijnlijk omdat vanaf de gevallen zijn afgenomen","vwo",13,111
"112","De bewering van kleenex dat een op de vijf mensen last heeft van hooikoorts en dat het aantal drastisch groeit is ongefundeerd Het onderzoek dat is verricht in samenwerking met de University of Worcester is alleen voor intern gebruik en kan niet worden gedeeld Het zou gaan om een Europees onderzoek De bronnen die geraadpleegt zijn zijn onbetrouwbaar Een andere bron Allergiesitenl bestaat niet langer en de bron EAACI zegt het cijfer van niet te herkennen Ook worden de hooikoortscijfers niet bijgehouden want de klachten varieren per jaar Het aandeel hooikoorts wordt bij gezondheisklachten niet apart bekeken De uitspraak een op vijf is dus niet met zekerheid te zeggen Uit onderzoek over de periode blijkt wel dat het aantal toenam maar een verdubbeling de laatste jaar is onwaarschijnlijk","vwo",13,112
"113","Ten eerste is de bewering van kleenex wat betreft hooikoorts gebaseerd op bronnen die op hun beurt weer een doolopende bronnenlijst hebben Ten tweede is een schatting maken van het aantal metnsen met hooikoorts niet makkelijk Niemand houdt de aantallen bij en wanneer er sprake is van hooikoorts is ook moeilijk vast te stellen Bovendien hebben enkele professionele onderzoeksfaciliteiten die mogelijk in staat zijn om een dergelijke schatting te maken nooir specifiek een onderzoek uitgevoerd naar hooikoorts De schatting gemaakt door Kleenex is oncontroleerbaar Ook al is een toenamein het aantal hooikoortspatienten beter na te gaan van een verdubbeling zoals beweerd door kleenex blijkt geen sprake Dit alles samen met het feit dat eigen onderzoek van kleenex niet inzichtelijk is gemaakt maakt de bewering kleenex ongefundeerd","vwo",11,113
"114","Kleenex beweert dat een op de vijf mensen last heeft van hooikoorts en dat dit aantal drastisch groeit Deze uitspraak is volgens nextcheckt ongefundeerd Ten eerste zou de uitspraak gebasseerd zijn op eigen onderzoek dat uitsluitend voor intern gebruik is Ook blijken de twee andere bronnen niet te achterhalen of beweren zelf niet over hooikoortscijfers te beschikken Daarnaast wordt door verschillende partijen beweerd dat het precieze aantal hooikoorts patienten niet te bepalen valt Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt Op grond van al deze gegevens is de uitspraak beoordeelt als ongefundeerd","vwo",10,114
"115","Kleenex beweerde dat een op de vijf mensen hooikoorts heeft en dat dit aantal drastisch stijgt Er zijn alleen geen gefundeerde bewijzen aanwezig Kleenex heeft bronnen gebruikt die niet relevant zijn Zo zou een artikel uit zijn gebruikt een fabrikant van homeopatische geneesmiddelen een site die niet meer bestaat en een academie voor allergien die laat weten deze cijfers niet te herkennen Het is ook heel moeilijk deze aantallen vast te stellen omdat niet elke patient naar een huisarts moet en er dus geen duidelijke registratie is Hooikoorts zelf is ook een term die heel breed kan worden opgevat Sommige mensen denken dat allergien die dezelfde symptomen hebben automatisch ook hooikoorts hebben Het klopt echter wel dat het aantal toeneemt maar dat u in de laatste jaar een verdubbeling zou zijn plaatsgevonden is onwaarschijnlijk wegens tekort aan informatie","vwo",10,115
"116","De redactie van nextcheck beoordeelt de berwering van kleenex als ongefundeerd Allereerst omdat kleenex haar bewering heeft gebaseerd op bronnen die niet meer bestaan of niet controleerbaar zijn Daarbij beweren zij informatie te hebben gehaald van sites die zei deze informatie niet herkennen Vervolgens is er het probleem van registratie Veel hooikoortspatienten staan niet geregistreerd omdat je voor deze kalchten niet op doktersbezoek hoeft en geen recept nodig hebt om de medicijnen te kopen Toch heeft het CMR wel degelijk een stijging gerapporteerd maar dit gaat over het aantal geregistreerde hooikoortsspullen Hieruit kunnen dus geen conclusies worden getrokken","vwo",9,116
"117","De bewering van Kleenex is ongefundeerd Dat er een verdubbeling in de laatste jaar zou hebben plaatsgevonden is onwaarschijnlijk Ten eerste zijn de uitspraken volgens een woordvoerder van Kleenex gebaseerd op eigen onderzoek dat uitsluitend voor intern gebruik is en niet kan worden gedeeld Ten tweede zijn de bronnen niet betrouwbaar Ten derde blijkt het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts doordat de medische term voor hooikoorts moet worden onderscheiden van op hooikoorts lijkende klachten Tot slot bieden onderzoeken over het aantal mensen met hooikoorts geen uitsluitsel over prevalentie onder de gehele bevolking","vwo",10,117
"118","De bewering van kleenex is ongefundeerd Het eigen onderzoek voor kleenex is niet inzichtelijk gemaakt en dus zijn de uitspraken die op dit onderzoek gebaseerd zijn oncontroleerbaar Ook de twee andere bronnen zijn niet te controleren en sommige blijken niet te kloppen Het blijkt bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts in de laatste tien tot vijftien jaar is verdubbeld Vanaf het jaar neemt de groei van het aantal bij de huisarts geregistreerde gevallen namelijk af","vwo",12,118
"119","De bewering een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch is ongefundeerd Ten eerste omdat de uitspraken gebasseerd op eigen onderzoek in samenwerking met de University of Worchester zijn maar deze resultaten niet kunnen worden gedeeld omdat ze voor intern gebruik zijn Ten tweede omdat Kleenex een tweetal bronnen heeft geraardpleegt voor de Nederlandse cijfers gezondheidsnetnl en een persbericht van biohorma Gezondheidsnet vermeld de Europese Academie van Allergieen en allergiesitenl als bronnen De eerste bron herkent de cijfers niet en de tweede bestaat niet meer Het persbericht van Biohorma heeft al bron het KNMI maar het KNMI zegt geen hooikoortscijfers te hebben Daarbij is het moeilijk te zeggen wanneer er sprake is van hooikoorts Er is wel door het RIVM geschat dat ongeveer eenderde van de Nederlandse bevolking last heeft van neusallergie maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen Ook bieden de door het CMR verzamelde cijfers van gediagnosticeerde gevallen van hooikoort geen uitsluitsel over prevalentie","vwo",14,119
"120","Nextcheckt Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch door Thomas Rueb De bewering Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch gedaan door Kleenex is ongefundeerd omdat De genoemde artikelen hun bronnen niet langer bestaan niet herkennen in de cijfers of zelfs nooit de cijfers hebben gepubliceerd Daarnaast is het niet duidelijk wanneer er gesproken wordt van hooikoorts seizoensgebonden alleergische rhinitis Die reactie moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar door voorkomen wel zijn er cijfers van neusallergie bekent maar is niet duidelijk welk aandeel hooikoorts heeft Ook zijn er cijfers uit Finland waaruit blijkt dat daadwerkelijk van de mensen hooikoorts heeft maar dit kan heel anders zijn dan in Nederland Ook de stijging lijkt mee te vallen alswant sinds is dit aantal hooikoorts meldingen bij de huisarts gedaald een verdubeling in de laatste jaar lijkt onwaarschijnlijk Kortom de bronnen van kleenex zijn oncontroleerbaar","vwo",9,120
"121","Samenvatting een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Nextcheckt vindt de bewering dat een op de vijf mensen last heeft van hooikoorts aantal drastisch groeit ongefundeerd Dit is omdat het aantal hooikoortspatienten niet bijgehouden wordtDe vernoemde bronnen herkennen de cijfers niet Daarnaast wordt hooikoorts vaak verward met hyperreactieve rhinitis Bovendien is er geen onderzoek gedaan naar alleen het voorkomen van hooikoorts en zijn de gegevens allemaal schattingen gebaseerd op vergelijkbare onderzoeken die geen uitsluitsel geven over de hoeveelheid hooikoorts patienten De bronnen waarop de uitspraak de uitspraak gebaseerd is zijn niet controleerbaar en geven geen uitsluitsel Vanaf neemt de groei van het aantal bij de huisarts geregistreerde gevallen af waardoor een groei van zoas beweerd onwaarschijnlijk is Voor Nederland zijn er geen accuratecijfers beschikbaar over het aantal nmenen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt","vwo",10,121
"122","De bewering een op de vijf mensen heeft hooikoorts en dat aantal groeit drastisch is ongefundeerd omdat de bronnen waarop Kleenex de bewering op basseerd niet meer bestaan of elkaar tegenspreken of ontkennen dat ze de cijfers kennen De bronnen van Kleenex zijn niet controleerbaar en Kleenex houdt het eigen onderzoek afgesloten Ook is het lastig een goede schatting van het aantal hooikoorts patienten te maken Er zijn wel schattingen gemaakt maar deze kijken vooral naar het buitenland of alleen naar het aantal allergische mensen waarbij geen onderscheid wordt gemaakt tussen hooikoorts en andere vormen Ook is het niet mogelijk de prevalentie in Nederland te bepalen Wel kan en gekeken worden naar het aantal hooikoorts onbekend woord door huisartsen maar hier is echter geen groei maar juist een afname in het aantal diagnoses","vwo",12,122
"123","NRCcheckt meent dat de door Kleenex gemaakte bewering oongefundeerd is Dit beargumenteerd NRCcheckt als volgt Kleenex heeft gebruik gemaakt van onjuiste bronnen Allergiesitenl bestaat niet meer en de EAACI zegt het door Kleenex beweerde cijfer niet te herkennen Verder wordt er door Kleenex gesproken over een drastische toename van het aantal patienten Het CMR heeft dit onderzocht en kwam tot de conclusie dat in op de vrouwen en op de mannen werd gediagnosticeerd met hooikoorts dit steeg tot en in Er is geen sprake van verdubbeling Wel heeft het NAtionaal Kompas Volksgezondheid van het RIVM geschat op basis van bevolkings onderzoek dat eenderde van de Nederlandse bevolking last heeft van een neusallergie In dit cijfer wordt geen onderscheid gemaakt tussen hooikoorts Hieruit concludeert NRCcheckt dat Kleenex een ongefundeerde bewering heeft gedaan","vwo",8,123
"124","Eenop de vijf mensen heeft hooikoorts en dat aantal stijgt dramatisch Thomas Rueb De bewering van Kleenex dat een op de vijf mensen hooikoorts heeft is ongefundeerd Kleenex uitspraken zijn gebasseerd op eigen onderzoek in samenwerking met Universiteit of Worcester dat uitsluitend voor eigen gebruik is en had nooit mogen worden gedeeld Verder heeft kleenex ook twee andere bronnen geraadpleegd Gezondheidnetnl en persbericht van Biohorma De bronnen die deze instanties gebruikt hebben zeggen zelf geen weet te hebben van de cijfers over hooikoorts Ten tweede zegt Kleenex dat het aantal patienten met hooikoorts dramatisch stijgt Dit is ook ongefundeerd Het is namelijk bijzonder lastig om een schatting te maken niemand houdt het aantal bij want de klachten zijn seizoensgebonden Bij vele onderzoeken wordt er geen onderscheidt gemaakt tussen hooikoorts en andere vormen Schatting bied geen uitsluitsel Verder kun je Nederland neit met andere landen vergelijken","vwo",11,124
"125","De bewering van Kleenex Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch is ongefundeerd en wel om de volgende redenen De bronnen waar kleenex zich op zegt te baseren zijn oncontroleerbaar De bronnen bestaan niet langer of ontkennen de cijfers te hebben ook is de scheiding tussen hooikoorts en andere ademhalingsziekten lastig aan te tonen De gedane onderzoeken bieden ook geen uitsluitsel over prevalentie Ook zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt De uitspraak van kleenex is dus ongefundeerd","vwo",9,125
"126","Zakdoekjesproducent kleenex beweert in een advertentie dat een op de vijf mensen last heeft van hooikoorts en dat dit aantal in de laatste jaar is verdubbeld Deze bewering wordt door nextcheckt als ongefundeerd beoordeeld Ten eerste zijn de bronnen waar kleenex zich op zegt te baseren niet controleerbaar Bronnen die worden genoemd zeggen de cijfers niet te herkennen Ten tweede wordt het aantal hooikoortspatienten niet eens bijgehouden want een doktersbezoek is vaak niet nodig Ten derde wordt er bij gemaakte schattingen geen onderscheid gemaakt tussen hooikoorts en andere vormen van neusallergie Al met al er zijn voor Nederland geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het onderzoek van kleenex is niet inzichtelijk gemaakt De bewering van kleenex is dus ongefundeerd","vwo",8,126
"127","Argumentatieloos betoog Thomas Rueb Nexcheck beoordeelde uitspraak van Kleenex dat hooikoorts stijgt of is verdubbeld ongefundeerd Ten eerste gebruikt Kleenex als bron het artikel van Gezonheidsnetnl deze gebruikde de niet bestaande bronnen van het EAACI en van het KNMI Ten tweede is het bijzonder lastig een schatting te maken van hooikoortsgevallen want de klachten zijn seizoensgebonden en varieren per jaar Lang niet iedereen brengt een bezoek aan de huisarts vanwege de hooikoorts Ten derde wordt hooikoorts vaak verward met de hele jaar voorkomende huisstofmijt Hiermee wordt niet onherkenbaar woord afhouden in het Nationaal Kompas Volksgezondheid Tot slot van het het jaar de groei het aantal bij de huisarts geregistreerde gevallen af De CMR heef geen recentere Data beschikbaar dan over Voor Nederland zijn er daarom geen accurate cijfers beschikbaar over het aantal mensen met hooikhoorts omdit te kunnen onderbouwen","vwo",12,127
"128","Volgens zakdoekjes producent Kleenex heeft hooikoorts een hoogtepunt bereikt en heeft een op de vijf mensen hooikoorts Ook beweren ze dat het aantal mensen met hooikoorts is verdubbeld in de laatste tien tot vijftien jaar De reductie van Next checkt zoekt het uit Het aantal mensen met hooikoorts in Nederland schatten gaat moeilijker dan verwacht De reden hiervoor is dat mensen minder snel naar de huisarts gaan om te checken of ze hooikoorts hebben Dit zorgt ervoor dat het aantal mensen met hooikoorts die geregistreerd staan veel lager ligt als het echte aantal De reductie van NextCheckt heeft daarom de bronnen van Kleenex gevraagd Kleenex wilt vrijgeven en geeft alleen en hele bronnen voor hun onderzoek die stuk voor stuk niet kloppen of zelfs van niks afweten Hieruit kan de redactie van NextCheckt Concluderen dat de uitspraak van Kleenex ongefundeerd is","vwo",9,128
"129","Nextcheckt verklaart de bewering van Kleenex als ongefundeerd omdat ten eerste als bron voor de bewering en artikel wordt gebruikt van Gezondheidsnetnl maar voor dat artikel is een bron gebruikt waarvan de woordvoerder zegt die cijfers helemaal niet te herkennen Een andere bron voor de bewering zegt de cijfers uit hun artikel te hebben van het KNMI maar die beweren die cijfers helemaal niet te hebben Een onderdeel van het RIVM zegt dat ongeveer van de Nederlanders last heeft van Neusallergie maar daarbij wordt geen onderscheid gemaakt tussen bepaalde vormen Het is niet mogelijk de prevalentie van hooikoorts in Nederland te bepalen omdat niet iedereen de huisarts bezoekt De bronnen waarop Kleenex zich zegt te baseren zijn niet controleerbaar De cijfers lijken echt onwaarschijnlijk Daarmee verklaart nextcheckt de bewering van Kleenex als ongefundeerd","vwo",9,129
